codigo;descripcion;numero;insumo;cantidad;unidad
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;2;AMISOL MICRO BORO;2;KILOGRAMO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;8;AXIOMA (Metalaxil 250 g/L) # ICA (436);0,60000002;LITRO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;9;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);20;KILOGRAMO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;6;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD43;FOLIAR 7 SEMILLERO PERMANENTE;7;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD43 PH;FOLIAR 7 SEMILLERO PERMANENTE;1;BENLATE 50WP (BENOMIL+METIL+BANCIMIDAZOL+CARBAMATO);1;KILOGRAMO
DDD44;HERBICIDA 5 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD44;HERBICIDA 5 SEMILLERO PERMANENTE;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
DDD44;HERBICIDA 5 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;105;LITRO
DDD44;HERBICIDA 5 SEMILLERO PERMANENTE;3;TRILLA 80 WG (DIURON);4;LITRO
DDD44 PH;HERBICIDA 5 SEMILLERO PERMANENTE;1;VERDICT 1400 ICA (#1187);1,5;LITRO
DDD45;FOLIAR 8 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD45;FOLIAR 8 SEMILLERO PERMANENTE;2;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
DDD45;FOLIAR 8 SEMILLERO PERMANENTE;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD45;FOLIAR 8 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD45;FOLIAR 8 SEMILLERO PERMANENTE;5;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD45;FOLIAR 8 SEMILLERO PERMANENTE;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD46;FOLIAR 9 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD46;FOLIAR 9 SEMILLERO PERMANENTE;2;AMISOL MICRO BORO;2;KILOGRAMO
DDD46;FOLIAR 9 SEMILLERO PERMANENTE;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD46;FOLIAR 9 SEMILLERO PERMANENTE;4;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD46;FOLIAR 9 SEMILLERO PERMANENTE;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD46;FOLIAR 9 SEMILLERO PERMANENTE;6;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD46;FOLIAR 9 SEMILLERO PERMANENTE;7;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD46 PH;FOLIAR 9 SEMILLERO PERMANENTE;1;BUMPER 25 EC (PROPICONAZOLE INGR-ACTIVO);0,60000002;LITRO
DDD47;HERBICIDA 6 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD47;HERBICIDA 6 SEMILLERO PERMANENTE;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
DDD47;HERBICIDA 6 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1,5;LITRO
DDD47;HERBICIDA 6 SEMILLERO PERMANENTE;3;TRILLA 80 WG (DIURON);4;LITRO
DDD47 PH;HERBICIDA 6 SEMILLERO PERMANENTE;1;VERDICT 1400 ICA (#1187);1,5;LITRO
DDD48;SEMILLERO PROTECCION 4 PERMANENTE;1;AGUA;4000;LITRO
DDD48;SEMILLERO PROTECCION 4 PERMANENTE;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD48;SEMILLERO PROTECCION 4 PERMANENTE;4;ROHIFORTA;2;LITRO
DDD48;SEMILLERO PROTECCION 4 PERMANENTE;3;SEVIN - (carbarilo);2;LITRO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;2;AMISOL MICRO BORO;2;KILOGRAMO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;3;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;5;FOSETIL AL 80 WP (FOSETYL INGR-ACTIVO);5;KILOGRAMO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;6;KELLUS MIX PIÑA - SC25;5;KILOGRAMO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;7;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;10;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);15;KILOGRAMO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;8;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD49;FOLIAR 10 SEMILLERO PERMANENTE;9;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD50;FOLIAR 11 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD50;FOLIAR 11 SEMILLERO PERMANENTE;2;CALCINIT - SC25 Fertilizante soluble (N);25;KILOGRAMO
DDD50;FOLIAR 11 SEMILLERO PERMANENTE;3;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);25;KILOGRAMO
DDD50;FOLIAR 11 SEMILLERO PERMANENTE;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD50;FOLIAR 11 SEMILLERO PERMANENTE;5;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD50;FOLIAR 11 SEMILLERO PERMANENTE;6;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD51;SEMILLERO PROTECCION 5 PERMANENTE;1;AGUA;4000;LITRO
DDD51;SEMILLERO PROTECCION 5 PERMANENTE;3;EREDAMIX Tiametoxam + Lamda Cihanotrina;2;KILOGRAMO
DDD51;SEMILLERO PROTECCION 5 PERMANENTE;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD51;SEMILLERO PROTECCION 5 PERMANENTE;4;ROHIFORTA;2;LITRO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;2;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);15;KILOGRAMO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;3;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;4;KAFON 0-30-18 (FOSFITO DE POTASIO-(CIDO FOSFOROSO E HIDROXIDO DE POTASIO))# ICA (6099);8;LITRO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;8;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);10;KILOGRAMO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;6;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD52;FOLIAR 12 SEMILLERO PERMANENTE;7;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;1;AGUA;4000;LITRO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;4;CLORURO DE POTASIO - SOLUBLE 0 - 0 - 60. K2O 60%, CI45.60% # ICA (8004);15;KILOGRAMO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;2;EPSO-TOP SULFATO DE MAGNESIO MgO 16%, SO3 32%;10;KILOGRAMO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;3;KAFON 0-30-18 (FOSFITO DE POTASIO-(CIDO FOSFOROSO E HIDROXIDO DE POTASIO))# ICA (6099);8;LITRO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;6;SOLUFOS (NITROGENO TOTAL (N) 17-44-0 # ICA (4779);10;KILOGRAMO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;7;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);60;KILOGRAMO
DDD53;FOLIAR EXTRA 12 SEMILLERO PERMANENTE;8;VINAZA BIORGANIK (Humedad 1,20% Cenizas 25,8% Materia Seca 98,1% Materia Orgánica 68,4% Carbono Orgánico Oxidable Total 28,4% Nitrógeno Total (N) 1,90% Fósforo total (P205) 0,66% Potasio # ICA (11294);7;KILOGRAMO
Y103;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA;1;AGUA;2000;LITRO
Y103;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA;3;AMONIO CUATERNARIO;3;GALON
Y103;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA;2;FOSETIL AL 80 WP (FOSETYL INGR-ACTIVO);2;KILOGRAMO
Y104;APLICACION EXTRA DE BEAUVERIA PARA EL CONTROL DE COCHINILLA 1RAS;1;AGUA;80;LITRO
Y104;APLICACION EXTRA DE BEAUVERIA PARA EL CONTROL DE COCHINILLA 1RAS;2;BEAUVERIA;3;LITRO
Y105;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMEDADES SEMILLERO;1;AGUA;4000;LITRO
Y105;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMEDADES SEMILLERO;4;CARBENDAZIM 500 SC PHYTOCARE;4;LITRO
Y105;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMEDADES SEMILLERO;3;DILIGENT 720 WP (Metalaxil 80 + Mancozeb 640 g/Kg);4;LITRO
Y105;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMEDADES SEMILLERO;2;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;3;LITRO
Y106;APLICACION EXTRA DE BIOESTIMULANTE PARA RESIDUALIDAD DE ACIDO FOSFONICO 1RAS;1;AGUA;2000;LITRO
Y106;APLICACION EXTRA DE BIOESTIMULANTE PARA RESIDUALIDAD DE ACIDO FOSFONICO 1RAS;2;KENDAL - Nitrogeno organico 4.6% oxido de potasio (k20) soluble en agua 20.0%  materia organica total 10.6%.;2;LITRO
Y107;APLICACION EXTRA DE BIOESTIMULANTE PARA RESIDUALIDAD DE ACIDO FOSFONICO 2DAS;1;AGUA;2000;LITRO
Y107;APLICACION EXTRA DE BIOESTIMULANTE PARA RESIDUALIDAD DE ACIDO FOSFONICO 2DAS;2;KENDAL - Nitrogeno organico 4.6% oxido de potasio (k20) soluble en agua 20.0%  materia organica total 10.6%.;2;LITRO
Y108;APLICACION DE PREMERGENTE 1RAS;1;AGUA;40;LITRO
Y108;APLICACION DE PREMERGENTE 1RAS;2;GALIGAN;3;LITRO
Y108;APLICACION DE PREMERGENTE 1RAS;3;GLIFOSATO 747(GLIFOSATO);1;KILOGRAMO
Y109;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 1RAS;1;AGUA;40;LITRO
Y109;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 1RAS;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
Y109;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 1RAS;4;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;0,5;LITRO
Y109;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 1RAS;3;TRILLA 80 WG (DIURON);4;LITRO
Y109 PH;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 1RAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
Y110;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 2DAS;1;AGUA;40;LITRO
Y110;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 2DAS;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
Y110;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 2DAS;4;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;0,5;LITRO
Y110;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 2DAS;3;TRILLA 80 WG (DIURON);4;LITRO
Y110 PH;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE DRON 2DAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
Y111;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM 2DAS;1;AGUA;2000;LITRO
Y111;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM 2DAS;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
Y111;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM 2DAS;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
Y111;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM 2DAS;3;TRILLA 80 WG (DIURON);4;LITRO
Y111 PH;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM 2DAS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
Y112;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM SEMILLEROS;1;AGUA;2000;LITRO
Y112;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM SEMILLEROS;2;CASCABEL 500 SC (AMETRINA INGR-ACTIVO);4;LITRO
Y112;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM SEMILLEROS;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
Y112;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM SEMILLEROS;3;TRILLA 80 WG (DIURON);4;LITRO
Y112 PH;APLICACION DE HERBICIDA PARA EL CONTROL DE ARVENSE BOOM SEMILLEROS;1;VERDICT 1400 ICA (#1187);1,5;LITRO
Y113;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 1RAS;1;AGUA;2000;LITRO
Y113;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 1RAS;2;AMONIO CUATERNARIO;5;GALON
Y114;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2DAS;1;AGUA;2000;LITRO
Y114;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2DAS;2;AMONIO CUATERNARIO;5;GALON
Y115;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2DAS;1;AGUA;2000;LITRO
Y115;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2DAS;2;AMONIO CUATERNARIO;4;GALON
Y116;APLICACION EXTRA DE CITOQUININA(SELECTO) SEMILLEROS;1;AGUA;2000;LITRO
Y116;APLICACION EXTRA DE CITOQUININA(SELECTO) SEMILLEROS;2;SELECTO;0,5;KILOGRAMO
Y117;APLICACION EXTRA DE CITOQUININA((X-CYTE) SEMILLEROS;1;AGUA;2000;LITRO
Y117;APLICACION EXTRA DE CITOQUININA((X-CYTE) SEMILLEROS;2;X-CYTE;2,4200001;LITRO
Y118;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 1RAS;1;AGUA;2000;LITRO
Y118;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 1RAS;2;AMONIO CUATERNARIO;10;GALON
Y119;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 1RAS;1;AGUA;2000;LITRO
Y119;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 1RAS;2;BYOCLEAN (dioxido de cloro);10;LITRO
Y120;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 2DAS;1;AGUA;2000;LITRO
Y120;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 2DAS;2;BYOCLEAN (dioxido de cloro);10;LITRO
Y121;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 1RAS;1;AGUA;2000;LITRO
Y121;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 1RAS;2;BYOCLEAN (dioxido de cloro);10;LITRO
Y122;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 2DAS;1;AGUA;2000;LITRO
Y122;APLICACION EXTRA PARA EL CONTROL DE ERWINIA 2 2DAS;2;BYOCLEAN (dioxido de cloro);10;LITRO
Y123;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE PHYTOPTHORA 2DAS;1;AGUA;2000;LITRO
Y123;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE PHYTOPTHORA 2DAS;2;DILIGENT 720 WP (Metalaxil 80 + Mancozeb 640 g/Kg);3;LITRO
Y123;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE PHYTOPTHORA 2DAS;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;3;LITRO
Y124;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS 1RAS;1;AGUA;2000;LITRO
Y124;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS 1RAS;3;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;1;LITRO
Y124;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS 1RAS;2;TIMOREX GOLD 23.8 EC;3;LITRO
Y125;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;1;AGUA;2000;LITRO
Y125;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;3;FRILEX;3;LITRO
Y125;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;4;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;3;LITRO
Y125;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;2;SERENADE;4;LITRO
Y126;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;1;AGUA;2000;LITRO
Y126;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;3;FRILEX;3;LITRO
Y126;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;4;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;3;LITRO
Y126;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;2;SERENADE;4;LITRO
Y127;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;1;AGUA;2000;LITRO
Y127;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;2;AXIOMA (Metalaxil 250 g/L) # ICA (436);1;LITRO
Y127;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;3;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
Y127;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 1RAS;4;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;3;LITRO
Y128;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;1;AGUA;2000;LITRO
Y128;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;2;AXIOMA (Metalaxil 250 g/L) # ICA (436);1;LITRO
Y128;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;3;CARBENDAZIM 500 SC PHYTOCARE;2;LITRO
Y128;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE THIELAVIOPSIS Y PHYTOPTHORA 2DAS;4;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;3;LITRO
Y129;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMAMDADES 2DAS;1;AGUA;2000;LITRO
Y129;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMAMDADES 2DAS;2;CARBENDAZIM 500 SC PHYTOCARE;4;LITRO
Y129;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMAMDADES 2DAS;3;DILIGENT 720 WP (Metalaxil 80 + Mancozeb 640 g/Kg);4;LITRO
Y129;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ENFERMAMDADES 2DAS;4;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;3;LITRO
Y130;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE PHYTOPTHORA 2DAS;1;AGUA;2000;LITRO
Y130;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE PHYTOPTHORA 2DAS;3;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;3;LITRO
Y130;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE PHYTOPTHORA 2DAS;2;ZOOM DIMETOMORPH, PROPAMUCARB;1;LITRO
Y131;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 1RAS;1;AGUA;2000;LITRO
Y131;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 1RAS;2;ALTAIR;5;LITRO
Y131;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 1RAS;3;HIPOTENSOR (Polyoxyethylene (6) Lineal alcohol (9-11)  100 g/Lde formulación a 20 ºC PolidimetilSiloxano, fosfatos mono y dipotásicos 1309/L;1,5;LITRO
Y132;REFUERZO DE INDUCCION POR BAJA EFICIENCIA 1RAS;1;AGUA;6000;LITRO
Y132;REFUERZO DE INDUCCION POR BAJA EFICIENCIA 1RAS;3;ETHEPHON 480 SL Regulador fisiologico (ethephon 480 SL.);2;LITRO
Y132;REFUERZO DE INDUCCION POR BAJA EFICIENCIA 1RAS;5;PEGAL PH AE Nonil Fenolpolietilenoxi etanol 181,7 g/l.;1;LITRO
Y132;REFUERZO DE INDUCCION POR BAJA EFICIENCIA 1RAS;2;PENTAHIDRATADO (BOROSOLUBLE EN AGUA 15.3% + PH EN SOLUCION AL 10%  9.01+SOLUBILIDAD 20°C4.37G/MIL+CONDUCTIVIDAD ELECTRICA1/100. 4.4ds/m # ICA (9339) BORAX;3;KILOGRAMO
Y132;REFUERZO DE INDUCCION POR BAJA EFICIENCIA 1RAS;4;UREA NITROGENO GRANULADA. 46 - 0 - 0 # ICA (6460);30;KILOGRAMO
Y133;APLICACION EXTRA DE BEAUVERIA PARA EL CONTROL DE COCHINILLA 2DAS;1;AGUA;40;LITRO
Y133;APLICACION EXTRA DE BEAUVERIA PARA EL CONTROL DE COCHINILLA 2DAS;2;BEAUVERIA;3;LITRO
Y134;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 3 1RAS;1;AGUA;2000;LITRO
Y134;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 3 1RAS;2;BYOCLEAN (dioxido de cloro);5;LITRO
Y135;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 1RAS;1;AGUA;3000;LITRO
Y135;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 1RAS;2;BYOCLEAN (dioxido de cloro);5;LITRO
Y136;APLICACION EXTRA DE FUNGICIDA PARA EL CONTROL DE ERWINIA 1RAS;2;AGUA;3000;LITRO
